,text
23505, さすがクズwwwwww　まあ私も今のところ７割方行かないんだけどね
23506, トンカツは美味しい　ただそれだけ
23507, 私もあんまよく知らないwググるんだ＼(^o^)／
23508, 就活ﾋｬｯﾌｳｳｳｱなイベント
23509, 林檎でも可‥ッ！
23510, 明日東京国際フォーラム行く？
23511,ぶつ森やりてええええええ
23512, ももと交換で
23513,うぇへへ
23514,ぶどうとみかん貰った
23515, おつおつ
23516, ﾔｯﾀﾈ!
23517,ねむっ
23518,言ってから後悔する傾向（
23519, ｶｹﾀﾞｽｰｳﾝｰﾒｲｰﾍｰ！
23520,貴様‥見ているな？
23521,クオリア
23522, つシリコン
23523,コーヒー飲まないと1日ずーっとぼんやりしてるから、1日1コーヒーしないと駄目な感じ。
23524,朝ごはんいっぱい食べたからまだ満腹。
23525,多分、MOSって難しい
23526,"概念的な話が多いから、何回やっても解らない気がするし、何回確認しても先生と意見が一致しないのでしょう‥。
最近に至っては、ぽんちゃん「それであってる」、吉川先生「それは違う」が出てきて泣きそう。"
23527,物性物理やったあとにデバイスやると凄い簡単に感じる辺り、やり方を改めた方が良い気がしている。しかし改めるだけの引き出しがない(´・ω・｀)
23528,しかしながら、今現在で付き合ってくれてる友人は、この先どんな面見せても好きでいてくれる気がする‥。実際は解らないけど。けど。んー、私の周りの人たちはみんな優しい。
23529,どんなナベさんも好きだよ。って魔法の言葉だと思う。この言葉の包容力やばい。なんでも言いそうになる。
23530,飲み代を捻出する為に削っちゃ駄目な部分まで削ってる感がある辺り終わってると思う。
23531,astyってワインがほんとに美味しくて、お気に入り
23532,コーヒー買った！から、きっと勝てる。うむ。
23533,こんなとき、昔の自分だったらどんな手を使ってでも覚醒しようとしてただろうに、なんだかなー。
23534,スピンわかんないし、眠いし、あー。眠いよー。
23535, 済ました！
23536,( ﾟдﾟ)ﾊｯ!　さっきのが一万ツイートだった‥。やっぱ人生眠いよね
23537,眠くなっちゃうよー
23538,電子のスピンわけわかめ
23539,ねむい。
23540,！！！！！！
23541,CIGS
23542,これ含めてあと6ツイートで、とうとう1万ツイートw
23543,ワタナベはタイツが似合うって嫁に言われたから今年の冬はタイツでいくことにする
23544, 多摩センターのイルミネーション有名だよね。綺麗だよね。わかる。私も行きたい。
23545, 和田はストッキング
23546,最近、わーってなる。わーって。
23547,そんな吉川先生に「日本語翻訳は甘え」と言われたワタナベの未来とはいかに
23548,死に対する考え方を改めたい
23549,通ってる美容室、担当の方が吉川さんって言うんだけど、こないだとうとう「吉川先生」って言ってしまった。
23550,毎日コーヒー買って飲みたい
23551,背の高い人がニーハイ履くと綺麗。
23552,めんへら！
23553,羽山の愛で食卓がやばい 
23554,スノボ行きたいなー。むー。
23555,んー。9時で良いかなぁ。
23556,この時期ってどこもかしこもきらきらしてて歩いてるだけでわくわくするー
23557,クーリスマスが今年もやーってくるー
23558,ちょっと風呂入ってくる
23559, おう！風邪じゃないから大丈夫！ありがとうねー
23560, 東京ウォーカーの後から粘膜が枯渇したのはそういうことか！
23561,可愛いやつw
23562,カビか‥‥一箇所心当たりが‥
23563, ありがとうございます！元気です！
23564,粘膜がやられてて痛い。乾燥してるから？空気清浄機？
23565,"葛根湯飲んで、寝て、起きた！寝汗！
すぐ高熱出る感じどうにかなんないかな。すぐ引くんだけどね。"
23566, 起きたよ！！
23567,原因が解ってたほうが精神的に楽。
23568,身体痛いぞ
23569,てくてく
23570, 発熱したため帰っております‥。
23571,毎日良い日とは限らないよね。こんな日もあるよね。
23572, せっくす！
23573,つーかなんか、今日アレだ。んー。
23574,イルミネーション見に行きたいなー
23575, どうしたの??
23576,人間は前提としてダブルバインドである。
23577,ﾊﾟﾀｯ
23578,極論、愛されてなくても、報われなくても恋はできるから‥。
23579,どうかなぁ
23580,粘膜が‥。
23581,靴ずれ治んねー痛いー
23582,それじゃ仕方ないw
23583,大丈夫かなー
23584,ﾏﾜﾙｰﾏﾜﾙｰｸﾞｰﾙｸﾞﾙﾏﾜﾙｰ
23585,嵐の歌が頭から離れない
23586, コミュ障だけど行きたい‥！
23587,ねむ
23588,授業にも間に合った。よかよか。
23589,あー楽しかった！
23590,ぐだぽよ〜
23591,髪切ってきた！
23592,んー、泣きそうだ。
23593,夢中でー傷付くことをー 生きるとーいうなーらー
23594,vestigeは良い曲
23595,イビキの共鳴w
23596,ガンダムの曲は良い曲ばかり。
23597,切ない。
23598,中学生の頃聞いてた曲が流れてるからか、色々考えてしまうなぁ
23599,大切なものはたくさんあって良いけど、あたためてゆくものは、2つまで。ふたつが限界。
23600,清算しよ。清算。
23601,わかんね。
23602,だめなこと、必要ないこと。って押さえ込んでるから、結局アレなのかもしれないなぁって最近思った。
23603,「ナベさんは結婚出来ると思うよ」って言われた。
23604,どこまで出来るかな‥‥？
23605,清算しよ。色々。
23606,西川西川西川
23607,西川ちゃんはやっぱり良い声
23608,大家族のようだ。
23609,うちに人がいっぱいいる。
23610, 楽しいwwみんな馬鹿＼(^o^)／
23611,おはすた始まった＼(^o^)／
23612,こいつら頭おかしいwwww
23613,ふわふわふわ、
23614,こいつら面白いwwww
23615, タクヤさんがいけめんなんだよなー
23616, うま鍋‥！！！
23617,10人いるよ★
23618,ドキ★漢だらけの鍋パーティなう
23619, むさいwwwwww
23620,うん。
23621,これだ（白目
23622,んー。
23623,人の口に戸は立てられない
23624,懐かしいなー
23625, 植物性タンパク質！！！
23626, ソフトクリームに七味かけちゃうくらいだもんな＼(^o^)／
23627,けんちゃん辛いもの大好きだもんな
23628,けんちゃん面白いなー
23629,てことは、円周率もおっぱいも同じようなもんか！！
23630,πがいっぱい
23631,   ｼﾞｭﾙﾘ
23632,シミュレーション　コミュニケーション　コミュレーション
23633,   けんちゃんイケメンすぎて濡れるわ
23634, 物理的に肉食っぽい
23635, youは右側
23636,ケソとかわぐちだ‥‥！！
23637,ｴｲｼﾞｬ
23638, まだ全然酔ってるwwwww今夜ねー、やばいねー。まだ4/5くらい残ってるもんねー(ゲス顔
23639,アスファールトータイヤをー切りつけーながらー 暗やみー走り抜けるー
23640, 月曜日ですよ！！！！！！！！！！！！！
23641, おはよう＼(^o^)／
23642, ばいばい！また10時間後ね(=´∀｀)人(´∀｀=)
23643,ふわふわふわ、
23644, あれ‥？
23645, ボジョレーもあるよ！！あとねー、明日のかわぐちのためにみんなが角2L買ってくれたよ(=´∀｀)人(´∀｀=)
23646,間違えたwww
23647,明日、こんだけ人数いるなら白菜ふた玉でもいけるよなぁ‥‥
23648,鍋は幸せの粉 
23649, ほぼ東京ウォーカー3日目
23650,一昨日はしゃぶしゃぶ。昨日はカレー鍋。今日は味噌鍋！明日は何鍋にしようかなー。タン兄期待期待
23651,因みに昨日も鍋（アヘ顔
23652, これから鍋（アヘ顔
23653, 紅いよ！！！
23654, 紅葉を見に行こうように
23655,筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉痛筋肉
23656,唇が荒れている‥‥。
23657,会話が成立することが、自分にとっては非常に大切な要素になっていて、以下略。
23658,頑張った頑張った。よしよし。
23659,はー。
23660,そんなもんかー。
23661,眼科行ってからいこ。
23662,さむい。
23663,思ってたより雰囲気ありそうでwktk
23664,HPから、ライトアップの方が推してるとみた。ライトアップまで見たい。
23665,竹灯籠見たいな。16時半~19時までかー。いられるかな？
23666,百草園ちょう楽しそうだぞ‥！！
23667,適度に放っとくの大事。距離感大事。
23668,こういうのシミュレーションに近いのかなー
23669," 定数じゃないもんね！
大体いくつかの多次元関数としておけたら、これを時間について微積分してみたらどうなるかなーって考えるともっと面白いかも！やり方によってちょっと違いはあれど、等価回路として書き表せそう。多分。"
23670,そー考えていくと、何に重点をおくのが1番効率よく向上出来るのか、その逆もなんとなく見えてくるよねー。
23671, 単純な影響度だと思う。無計画な努力かな、個人的にw
23672, 多次元だと思うなー。xの次数が変わるんじゃね？その場合、1番次数が低いのってなんだろうねー。
23673,この下りを定期的に思い出しては、うん。ってなる。なんというか、自惚れない一つの指標というか。
23674,「そういうのは俺が知ってれば何の問題もないから」とかサラッと言えちゃうのがね！！！！かっこいいよね！！！！！
23675,何かが出来ることとか、よく知っていることが魅力には繋がらないって。うん。そんな気がする。
23676, 生理か
23677, 一つの要素を問題解決能力に対する変数として考えた時に、その変数は時間だったり、作業量だったり、質とか、目の付け方とか、その他色々ある気がする。でも一番影響するのは時間かもねーって。
23678, んー、言われてみればそうかも。向上は傾きの変化だよねー。要領良くなりたいなぁw
23679, 学べば良いのよ。知ることは楽しい。そして共有すれば良いのよ。
23680,それと一緒に、冷たい緑茶か烏龍茶も欲しいなぁ。飲み物充w
23681,でも、砂糖は入れないの。
23682,ミルクもいれる！
23683,朝は紅茶かなー、コーヒーかなー。いつもはコーヒーだけど、今日は紅茶な気分かなー。って話したい。
23684,一緒に朝ごはんを食べたい。
23685,成長を問題解決能力の向上として定義すると、その中に横軸として含まれている要素の中で、最も勾配が大きいのは、やっぱり時間かなぁ
23686,あー。
23687,色々しねる。うわー。あー。
23688, おきてた！
23689,‥‥‥‥。
23690, ｱｯwwwww痛っwwwwwww痛いwwwwwいたっwwwwｱｯwwwwwwうはwwwwwwwwシャワー熱くするとwwwwwwwwwwもっと痛いwwwwwwww痛いwwwwwwwwwwww慣wwれwwてwwきwwたwwwwwwwwwwww　ってなる(ﾟωﾟ)
23691,パンツじゃないから恥ずかしくないもん
23692,ふわふわふわ
23693,寝よ。
23694,えくすたしーー！！
23695, 不憫だと‥？
23696,あー。
23697,って何言ってんだか気持ち悪い
23698, ほんと、これが嫌いじゃないからMで良かったわ‥。
23699, お風呂入ったよ！湯船なうだよ！靴ずれが滲みて叫びながらお風呂入ってるw
23700,むにゃむにゃ
23701,ねむいいいいいいいいいいいいいいいいいいでもお風呂入らなきゃだめえええええええええええええええええええええええええ入るまで寝られないいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいいきいいいいいいいいきいい
23702,ああああああねむいいいいいいいいいいいいいいいい
23703, ねむい!!!!!!!!!
23704,ふわああああああああああ‥。
23705,"いやー、そういう訳じゃないよなぁ。うん。それとは違う。
話題に挙げるには定義不足だけど、あまり外に出して突き詰めたくない事柄のひとつだから、そのままにしておこう。"
23706,むかしっから、できる人を好きになっちゃうのは、自分ができない人だからかなぁ。
23707,"できる人が好き。
だから自分もちゃんとやろ。"
23708,普通のスニーカーが欲しいナァ‥（うわ言
23709, ききたい。
23710,鞄が崩壊してて外にいたくない
23711,なんだ、ケソか
23712,自分が恥ずかしいやら、申し訳ないやら。
23713,大人だ‥‥。
23714, 頑張ったぐっさん頑張った。えらい。えらい。えらい。
23715,しかしもう帰路に向かってしまってるのでなかったことにする。引き返す元気はない。
23716, おおおおおおおつかれええええええええ
23717, 今までにない音した！ちょうびっくりした！！ww日本人流石だなほんとにwww　みんな顔色一つ変えないから自分の頭がおかしいのかと思ったわ。
23718,眼科しまっててあちゃーーって思ったが、これ、もしかしてエレベーター止まってただけじゃないのか‥。
23719,新宿駅ホームでどかーーーんって地震きた‥。びっくりした。しかし5秒後には何事もなかったかのように活動再開する周りにもっとびっくりした。
23720, 帰ったらちゃんと聞いてみよー
23721, 東京23区を歩いて制覇することを目的とした水曜どうでしょう的企画です＼(^o^)／今回は、練馬から大田区まででしたw次は大田区から足立区です！
23722, ワタナベは23区縦断に忙しくてそれどころじゃなかった
23723,かえるよ
23724, どんっ。今日は、港区と、江東区！お台場満喫ボーナスデー(*´∀｀*)
23725, さて、今回の東京ウォーカー、国際展示場駅で〆w
23726, 3時のおやつ(*´∀｀*)
23727,疲労から口数も表情も乏しくなっておりますが、心の中では楽しんでます。これ以上ないくらいに。
23728, そしてガンダムへ‥。
23729, ﾀｺﾀｺﾀｧｺ
23730, あれ‥。
23731, レインボーブリッジ渡るよ
23732, おはようございます
23733,ツンデレの歌が頭から離れない
23734,そして起きる
23735,と、みんなが寝てる中ひっそりほっこり思う。
23736,10年後も20年後もこうしてたいなー
23737,まじ修学旅行wwww
23738,　完　全　勝　利　(ﾟωﾟ)
23739,   オ・レジャナイ
23740, あとはお楽しみということで
23741,どんっ  ‥‥‥足立区＼(^o^)／＼(^o^)／＼(^o^)／＼(^o^)／
23742, 今日行ったところ。練馬区、中野区、杉並区、渋谷区、品川区、世田谷区、目黒区‥‥www
23743, 第二弾でここまで行ったぜ‥。てことで、くじ引きタイム
23744, ここらへん
23745, 散歩兼買い物へ。すげーーー綺麗。
23746, そして、なう
23747, ちゃんとマークもとったぞ‥。
23748, 大田区！
23749, 品川が長すぎて、嫌いになりかけた←
23750, 今日はあの後ー、世田谷いってー
23751,と、いうわけで宿につきました。五反田なう＼(^o^)／
23752,血が張り付いて靴脱げなかったぞ‥www　痛みに鈍い
23753, ボインか
23754, 今日のナベさんの靴ずれwwwwwwwwwww
23755,一日で練馬区から大田区まで歩いたアカウントがこちらになります
23756,というわけで
23757, 杉並ktkr
23758, 中野区！
23759, 東京ウォーカー第二弾！スタート！
23760,クズい
23761,そろそろコントロール出来るようになりたい‥。
23762,ああ、毎度お馴染み‥。
23763, うん。そう思う。
23764, 仲良くなりたい‥‥が！！コミュ障である。
23765, そうだね！！全然人のこと言えない感じやばい。大島さんお酒持ってきてくれるのか！じゃあ私も何か用意しとこうかなー、何がいい？
23766, 今色々しくってぽけさんにまでリプ送っちゃって戦慄してる
23767, オカリナさんうちの風呂場大好きだもんな‥‥一度入ると出てこないもんな‥。
23768,   壊される前に風呂場へ収容すればおk ^^
23769, くれ！！！あ、そういやウィルコムが今学生課にあってだね
23770, ボジョレー飲みたい
23771, 間違えた、みんなで買い出し行くことにしたんだったww 中華鍋、うちのとどっちがでかいかなー。
23772, 野菜類は先に買い出ししとくからボジョレーよろ
23773, 想像しておなかすいた
23774,   羽山にレンやらせればおk
23775,"   ぐっさん：パチュリー
うん。おk"
23776,たまごって‥‥‥なんだろう‥‥‥wwwwwwwwwww
23777,松村とけそでスーパーマリオブラザーズやってほしい
23778,   けんちゃんは‥ルイージ
23779,   たまご‥！！！
23780,(完全にアイコンのイメージ
23781,   ぐっさんは‥‥がくぽ‥？
23782,   そ れ い い
23783,   あゆみちゃんはリンちゃん一択で(涎
23784,   じゃあ私それを市場に流す
23785,今日喘息やばい
23786,言いたい時は言えばいいんだな！
23787, まじだった！意外！ww コミケ行ったら回収するくらいには好きだ
23788,かまって！！って言いたい
23789, あんきも？東方アレンジ？
23790, けんちゃんのチンコは週末しかくっついてなくて、その間は元気に森で遊んでるんだってことで収束した。
23791,  あ、それならうちにあるよ。女装じゃないけど鋼錬のハボックとか似合いそう
23792,  新宿の二丁目にあるよあるよ。今度行ってくる！
23793,このあと寝るか、このまま起きてるか、迷う。
23794,さて、お風呂はいるか‥‥。
23795, 生一つ！
23796,チンコ狩るといえば今日の昼みんなとけんちゃんのちんこについて盛り上がったのを思い出した‥‥
23797,"  やっぱ二丁目路線で行こうよ。持ってるもの活かしてかないと＼(^o^)／

じゃあ女装のためにちょっとチンコ狩ってきますねwwww"
23798,  ガチムチを生かせるような‥‥女装‥‥‥。
23799,でも、二丁目路線で行くなら凄い良いとこまでいけると思う。もてそう。
23800, 多分その勇者の舞台はテリーのワンダーランド
23801,どう想像しても二丁目路線から抜け出せない件
23802,昔ほどガリガリに固執しなくなった辺り大人になったんだなぁ‥‥。感慨深い。
23803, 酷い言い草www 主人公タイプ？
23804,  オカリナ♀が想像つかなすぎてやばい。どの路線ならいける‥？
23805,つり目細身黒髪さらさらストレート細身男子は国宝。肌綺麗だと素晴らしい。
23806,断然右受け。
23807,あぶね
23808,2人を眺めながら真剣に色々考えた結果、この2人が結ばれるのが1番いいな‥！！ってなった
23809,二つの違いがわからないけど、こういう比較絵が好きだ。かわいい。
23810,アボガドロ数〜
23811, 夜は自分が世界の中心になれるじかん
23812,  女じゃなくてもメイド服は着られる
23813,今日は素数の日！
23814,相談出来ることはした方が良いんだよね。こじらせる前に。
23815,iceman聴いてると沸き起こる、1997~9年の大ちゃん全盛期にワープしてライブ見に行ったり音楽雑誌開けばDAファミリーが載ってる時代を生きたいっていう気持ちが。まじで、片想いに似てる。
23816,そんな、気持ちで、いっぱいである。
23817,絶対に叶わないって解っている片想い、みたいな
23818,ﾌﾟｼｭｳ
23819,羽山で再生された
23820, とち狂って飯でも食いに行きたいよね
23821, kwsk聞きたいけど取り敢えず転送あざす
23822,断然ダッフル
23823,新井さんとはほんとに完全に面識ないから、メールきても「ナベさんって‥誰だ‥」状態なんだろうかと考えて胸が熱くなっている今
23824,人間の前提はダブルバインドである。
23825, 取り敢えず学校いった方がいいよねー
23826,テンソルってよくわからない。教えてogwさん(
23827,一回帰ってきてベッドなうだけど、寝たらフラグ回避できない気がするよね‥。
23828,眠くなってきた‥‥。やばいなー、どうしようかなー。
23829,内容はさておき、この2人、あの人とあの人に似てる‥‥気がする‥。
23830, wwwwww
23831,  初めてレポート整理日に学校行ったわ。感慨深い。
23832,"今日やること
コンタクト作る、靴買う、学生課、病院"
23833,成長したなぁ（レイプ目
23834,気付いてしまった。レポート整理日に学校行ったの3年間で初めてだわ‥。
23835,ねむいなー
23836, 我慢？？
23837,ウォークマン忘れてきちゃった‥。
23838, 河口ままに怒られますね＼(^o^)／
23839, 人間ってそんな器用じゃないよねー
23840,あ、大丈夫かな
23841,今日5限出たくないなーめんどくさいなー
23842,うん。大学いこ。
23843,寝ようかなー‥。
23844,んー‥。
23845, 明日はレポート整理日だ‥(*´∀｀*)
23846, 痩せたいよね‥！スノボいこうよ！！
23847,やっぱり頑張ることは一つに絞った方が良いのかも
23848, ゼミ発表そこそこ良い感じに終わり、レポートも22時に終わり、シャワー浴びて、ほかほかしながらワンタンスープ食べるとかもうね、このために生きてるよね
23849,"うちのゼミ、発表の順番が決まってない。挙手性。15人くらいいて、時間的に毎回2,3人くらいしか発表出来ない。発表した人から次の議題を与えられる。勿論挙手性。

これもしかして‥‥とんでもなく怖いことなんじゃないだろうか‥。"
23850, シャワー浴びてワンタンスープ食べてる今幸せだわ
23851,これ
23852, 良かった(*´ω｀*)
23853,眼鏡(笑)
23854,なんていうか痩せたい
23855,そうか‥ここ最近のiceman欲はこれか‥‥。
23856,だぐちゃんの見て思い出した！今日はイトーさんの誕生日だ！！
23857, うんwwそれぞれ適量があるw
23858,そして、それこそがMOSダイオードである。密度と面積の話。
23859,一瞬一週間！
23860,100g辺りに含まれる海苔の栄養価は他の類を見ないって話と似てる。
23861,すげーどーでも良いけど、PC室で流れてるほたるの光のアレンジが絶妙にイライラする
23862,ｷｮｰﾋﾞ ﾏｰｲｰﾁﾙｰ
23863,プロット点ﾜﾛwwwww
23864,グラフ一つにつき30点以上プロットって割と狂気の沙汰だと思う件‥ｗ
23865, ！！！れおくんだ！がんばる！がんばる！
23866,西口もきれいだよねー
23867,寒くなってきたからサザンテラス歩きたい
23868,レポートめんどくさいなーあー
23869,"が、終わったことは仕方ない。コーヒー買って、レポートやろ。
あー、ごめんなさい。"
23870,大変な事実に気づいた‥‥。
23871,！！！！！！！！！
23872,全員同じテーマで出発させて、そこから枝分かれしてそれぞれに必要な課題を振り分けていくのがぽんちゃんの狙いなのかなーって思った。1.5hってあっという間だよね。
23873,捕捉は蛇足だった気もする。混乱させてしまっただろうか。
23874,みんなわかってくれたかなー。どうかなー。
23875, その人じゃないけどその人もアレ＼(^o^)／ まじ来年が不安‥www私嫌われそうなんだよなー。絡まれないように女子力上げとくか
23876,終わりがないってことはぎりぎりまで終わらないってことだよね！忘れてた！ww
23877,レーザーポインタ貸してもらえるよな‥。
23878,光るがゲシュタルト崩壊
23879,なんもわかってない気がする。んーーーー‥。
23880,あーーーーーーーーーーー　めんどくさくなってきた‥。
23881,あーーーーーーーーーーーー
23882,ドツボにはまる！！
23883,iceman見たしイトーさんかっこいいし大ちゃん可愛いしおやすみ
23884,親切な人が３時に起こしてくれるはずだからぼくはねるよ。
23885,おやすみー！！
23886,センスが微妙なところが良いのよね
23887,イトーさん好きだなー好きだなー好きだなー
23888,icemanと結婚したい（アヘ顔
23889,パソコンから打つと長くなるー長くなるー
23890,つらぽよ〜
23891,(^o^)＜ｵﾔｽﾐｰ！
23892,あ、だめだ。ねむい。
23893,ねむいねむいねむい‥。
23894,　　ね　　む　　い
23895,レポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポートやるレポ
23896,さーざえーさんさざえさん
23897,うふふふふふふh
23898, そのまま星も見よう
23899, いや、まだ行ける！高尾山！
23900,紅葉を見に行こうよう
23901, おつカレー！寿司食べよう！
23902,   私とも飲んで！
23903, かわいいw
23904, 超絶筋肉鍛えてんな！！ww V系で吹くけど頑張れ
23905,ねむ
23906, 来年は一緒にクリスマスと元旦だな
23907, 研究室泊まれるらしいよ！！
23908,Vintage warmar
23909, あれ‥？
23910,もう７年かー。ていうか解散から12年って考えたくないな‥w
23911,久々にiceman聞いてたら思い出の波に溺れて死にそう。泣きそうw
23912, そのまま洗濯しないようにね
23913,cali≠gariもおんなじくらい好きだけど、おんなじような反応貰う。でも、こっちの方が聞き易いかなー。どうかなー。
23914, (ﾟДﾟ)
23915,初期から後期全部好き。dark harfも８番目の罪もlost complexもシャイコレもSBoPも大好き。イトーさんVo.も好き。大ちゃんのも好き。ライブ版もPVもツボ。Angel Dustとかdizzy boogieとかc/wもｲｲﾈ!!もー結婚したい。
23916,それはwwwwwwwwwwwwwwwwwwwwwwwwww
23917,私そういう人と結婚するのかなぁって書いててふと思った
23918,今のところ共感を得たことはないんだけどもwwでも、うん、ですよね！わかるわかる！って感じ！納得しちゃう！誰かに勧めたいとも思わないし、これ良いよ！とも言えないww　でも好き。もーほんと大好き。何が良いのか説明出来ないけど大好き。
23919,icemanってバンドが大好きなんです。
23920,死ぬまで自分のことからかって生きていたい！
23921,約束しようよ！
23922,とはいえ、それを他人に求めるのはお門違いだなぁ。やっぱり全て、自分が決めたこと。言えないことも言わないことも、全部自分が決めたこと。
23923,いや、見えないものは嘘だ。知ることから幅が生まれる。でも、可能性くらいは考慮していた方が、いい、気がする。
23924,見えているものが全部正しいと思うなよ？
23925,せめて今からでも
23926,色々考えなくても、他人に言えるような人生の歩き方を選択したい。
23927,ぼーっとしてた。
23928, 帰ってくるの明日だよね??
23929,死んだ馬 とは
23930,うん。
23931, 工事終わった！！これは‥あるかもしれない‥‥www
23932,細身男子、良いよね。
23933," いつも2,3ヶ月間隔で会うから変化がよくわかるが、youはどんどん綺麗になってるよ"
23934, ほんとに！ありがとうwwこれから工事に取り掛かるわwwww
23935,染めたんと話してると笑いが止まらないww
23936, 放任されてた側がいらいらする？
23937,染めたん面白いなー
23938,どっちでもいいんだよね。うん。
23939, スギちゃんで再生されるww
23940,これ本物??すげーー！！！
23941,凄く管理されて生きてきた人間と、完全に放任されて生きてきた人間は、合うのかなぁ。前者が苛々しちゃうだろうか。
23942,ちょっと何か食べるか、染めたんタイムまで我慢するか‥‥悩みどころだ
23943,お腹空いたなー
23944, わかった！！駅前にいても平気??
23945,大人？　うーん。
23946,もっと大人になりたい
23947, もしあれだったらうちで鍋でもw もしくは、他に食べたいものあるー？私は3限以降フリーだよ！染めたんは??
23948,はい。
23949,お腹空いたなー
23950, じゃあ行くわ！！バイトおつかれー
23951,凛として時雨ってplastic treeのなんていうか、なんとか版ていうか、上手く言えないけど、同じものを感じる
23952,Kの流れが見えない
23953, はらへったー
23954,中二病でも恋がしたい
23955,さきイカ食べたら落ち着いた！
23956,チキン南蛮美味しかったなー
23957,ｵｷｬﾝ!
23958, おお、おつ！ゆっくり休め！！チキン南蛮‥！
23959, 明日鍋も‥‥ｲｲﾈ‥！！
23960,間違えたw
23961,さきイカうまー(*´∀｀*)
23962,朝7時にすき家食べた以来‥‥ﾊﾗﾍｯﾀ‥。
23963,寝てた‥！！
23964, 今起きた！ﾊﾗﾍｯﾀ!カラオケなう？
23965, 3徹目w
23966,とりあえず各位一段落ついたようで、良かったよかった。
23967,パヒュームはかわいい
23968,あーーーー
23969,あー
23970,ねむく‥‥なってきた‥
23971, もちろんうどんで締めましたよー！美味しかったです( ´ ▽ ` )
23972, 見た目ゲロ寄りですねw 味はとても美味しかったです！味噌が良い仕事してます！
23973, ドライブ！
23974,八王子の最低気温2度って聞いて戦慄してる。北海道より寒いww
23975, つ鍋
23976,前野さんの電磁気学受けてみたいなぁ
23977,2人から盛り付けについて突っ込まれるアカウントがこちらになります
23978,小田さんおぬぬめの味噌キムチに早速挑戦。見た目が闇鍋だけど中身は光で溢れてた。
23979,なぜか1人鍋 
23980,アレイ制御
23981,ふにゃ
23982,よおおおおおおおおおおおおおおおおおおし終わった　終わった　終わった。いや、終わってないけど。
23983, 話しかけるから問題なっしｎ
23984, 染めたんが大好きだから大丈夫！なんでもきてー！ありがとー！
23985,うおー‥‥‥‥‥パワポ苦手‥‥。
23986,んんんんんｎ
23987, 変な話とか凄い気になるｗｗｗ早く会いたい！
23988,パワポ作るよ！！
23989,ヌタウナギのエロさについて語ればいいのか！
23990,滑らない深海魚の話ってすげー難しいような‥‥‥ｗ
23991,今日手汗やばい。ほんとにやばい。どうした。
23992,５分とかね、一番難しいと思うのよね
23993, 楽しかったですね!!!!!次は忘年会お願いします＼(^O^)／
23994, 土曜日！
23995,大丈夫かこいつwwwwwwwwwwwwwwwwwwww
23996,などと意味不明な供述をしており
23997,ありとあらゆる審査に引っかかりまくる感じやばい
23998,1人部屋が‥あるだと‥
23999, ‥‥wwwww
24000,ﾓﾚｷｭﾗｰwwwwwwwwwwwwwwwwwﾋﾞｰﾑwwwwwwwwwwwwwwwwwwwwｴﾋﾟﾀｷｼｰ
24001,ﾓﾚｷｭﾗｰﾋﾞｰﾑｴﾋﾟﾀｷｼｰって完全に必殺技
24002,今月病院行きまくりだな。医療費‥。
24003, おおお綺麗な名前！よくわかんない！ww　因みに製法は(｀･ω･´)??
24004, おお！繋がりました！！半導体作るための装置ですよね??
24005,ｴﾋﾟﾀｷｼｰ!エピタキシャル成長！昨日学んだ！昨日！！
24006,小田さん「ガリウムナイトライドをモレキュラービームエピタキシー作ってるって言うと更に厨二になるよ！」
24007,かしこまりました　ってつい出ちゃうのやめたい。恥ずかしい。臨機応変さが足りない。
24008,今週楽しいこと目白押し
24009,ウロウロしてるとヘルメット被った人に声かけられる辺りがゼルダの見付からないようにしよつゲームっぽくて（以下不謹慎なので削除されました
24010,この程度の危機意識だよなぁ
24011, 起床してから大学着くのが早すぎてビビってる
24012,昨日の3時間でフェルミ準位って200回くらい聞いた
24013,やってるね
24014,スターウォーズに出てきそう。ビームサーベルの一種みたいな。ガリウムナイトライド。
24015, まじですか！自分で分からない‥。
24016,人柄の良さに定評のある(千野さんが言ってた)純心を出て、企業からも人柄の良さに定評のある(ぽんちゃんが言ってた)工学院に入ったから、この先外に出られる気がしない
24017, ﾔｯﾀﾈ!
24018,22歳になったからタイツに穴が空いてても気にせず履いてしまうのも卒業したい
24019, すごい！大きい！
24020, プロキシの設定がなんちゃらってやつじゃないか？
24021,昨日のまとめ「ガリウムナイトライドって強そうな名前だね」
24022,八海山全然残らないな。流石だな。良いお酒。
24023,昼からって素晴らしい
24024,あ、良い感じに目覚めた
24025,小田さんに深海魚についてのppt10枚を課せられた
